station_id,station_name,lat,lon,has_predictions,tidal_range,max_level,min_level,range_size
8721223,"TURTLE MOUND, FL                                                  ",28.927,-80.825,1,0.696,3.679,2.983,S
8726685,"TWENTY-SECOND ST. CAUSEWAY, FL                                    ",27.938,-82.432,0,,,,
8727348,"Twin Rivers Marina, FL                                            ",28.905,-82.638,1,3.652,5.523,1.871,S
8729738,"UPPER BLACKWATER RIVER, FL                                        ",30.658,-86.988,0,,,,
8723828,"UPPER MATECUMBE KEY, WEST END, FL                                 ",24.897,-80.658,0,,,,
8723814,"UPPER MATECUMBE KEY,ATLAN. SIDE, FL                               ",24.915,-80.632,0,,,,
8723808,"UPPER MATECUMBE KEY,FLORIDA BAY, FL                               ",24.925,-80.632,0,,,,
8723786,"USCG STA., ISLAMORADA, SNAKE CR, FL                               ",24.953,-80.587,0,,,,
8723970,"Vaca Key, Florida Bay, FL                                         ",24.711,-81.107,1,2.054,4.08,2.026,S
8729501,"Valparaiso, FL                                                    ",30.503,-86.493,1,1.356,5.324,3.968,S
8720059,"Vaughns Landing, FL                                               ",30.630,-81.577,1,3.356,31.55,28.194,S
8725858,"VENICE, GULF OF MEXICO, FL                                        ",27.072,-82.453,1,3.678,3.845,0.167,S
8725889,"VENICE, ROBERTS BAY, FL                                           ",27.112,-82.463,0,,,,
8722125,"Vero Beach, FL                                                    ",27.632,-80.372,1,1.135,3.578,2.443,S
8720554,"Vilano Beach ICWW, FL                                             ",29.917,-81.300,1,7.614,3.613,-4.001,S
8723214,"Virginia Key, Biscayne Bay, FL                                    ",25.732,-80.162,1,3.763,13.266,9.503,S
8722059,"WABASSO,INDIAN RIVER, FL                                          ",27.755,-80.425,0,,,,
8727471,"WACCASASSA RIVER, FL                                              ",29.165,-82.808,0,,,,
8728171,"WAKULLA RIVER, FL                                                 ",30.177,-84.247,0,,,,
8724448,"WALTZ KEY, FL                                                     ",24.647,-81.653,0,,,,
8729871,"WARRINGTON, BAYOU GRANDE, FL                                      ",30.375,-87.277,0,,,,
8724189,"WATER KEY, BIG SPANISH CHANNEL, FL                                ",24.740,-81.342,0,,,,
8724273,"WATER KEYS SOUTH END, FL                                          ",24.747,-81.450,0,,,,
8725222,"WATER TURKEY BAY, FL                                              ",26.277,-81.825,0,,,,
8723518,"WEDNESDAY POINT, KEY LARGO, FL                                    ",25.310,-80.298,0,,,,
8720832,"Welaka, FL                                                        ",29.477,-81.675,1,0.519,0.55,0.031,S
8724129,"WEST BAHIA HONDA KEY, FL                                          ",24.780,-81.272,0,,,,
8729197,"WEST BAY CREEK WEST BAY, FL                                       ",30.293,-85.858,0,,,,
8724639,"West Jetty Navaid, FL                                             ",24.625,-81.895,0,,,,
8722977,"WEST LAKE, NORTH END, FL                                          ",26.043,-80.127,0,,,,
8722982,"WEST LAKE, SOUTH END, FL                                          ",26.033,-80.123,0,,,,
8722654,"WEST PALM BEACH, FL                                               ",26.645,-80.045,0,,,,
8726711,"WEST TAMPA, HILLSBOROUGH RIVER, FL                                ",27.960,-82.468,0,,,,
8724646,"WESTERN DRY ROCKS, FL                                             ",24.445,-81.927,0,,,,
8728973,"WETAPPO CREEK, EAST BAY, FL                                       ",30.038,-85.393,0,,,,
8723795,"WHALE HARBOR MARINA, FL                                           ",24.940,-80.608,0,,,,
8722971,"WHISKEY CREEK, SOUTH ENTRANCE, FL                                 ",26.055,-80.113,0,,,,
8728694,"WHITE BEACH, EAST BAY,                                            ",29.785,-84.898,1,3.113,5.117,2.004,S
8728853,"White City, ICWW, FL                                              ",29.881,-85.221,1,1.881,4.001,2.12,S
8726159,"WHITFIELD ESTATES, SARASOTA BAY, FL                               ",27.408,-82.580,0,,,,
8725235,"WIGGINS PASS, INSIDE, FL                                          ",26.290,-81.818,0,,,,
8729736,"WOODLAWN BEACH, FL                                                ",30.387,-86.992,1,2.691,3.643,0.952,S
8722784,"YAMATO, FL                                                        ",26.403,-80.070,0,,,,
8727411,"YANKEETOWN, WITHLACOOCHEE RIVER, FL                               ",29.030,-82.713,0,,,,
8678322,"Bailey Cut, Satilla River, GA                                     ",30.985,-81.592,1,10.085,33.826,23.741,M
8679945,"BEACH CREEK, GA                                                   ",30.727,-81.477,0,,,,
8676808,"CRISPEN ISLAND,TURTLE RIVER, GA                                   ",31.213,-81.550,1,12.775,12.969,0.194,M
8674301,"Daymark #135, South Newport River, GA                             ",31.575,-81.190,1,10.973,34.25,23.277,M
8674975,"Daymark #156, Head of Mud River, GA                               ",31.487,-81.320,1,11.813,10.882,-0.931,M
8675761,"Daymark #185, Rockdedundy River Entrance, GA                      ",31.374,-81.300,1,11.04,13.249,2.209,M
8679758,"DUNGENESS, SEACAMP DOCK, GA                                       ",30.763,-81.472,1,9.767,9.598,-0.169,M
8670870,"Fort Pulaski, GA                                                  ",32.037,-80.902,1,10.766,12.642,1.876,M
8671314,"HALFMOON REEF, HALFMOON RIVER,                                    ",31.963,-80.943,1,10.915,16.559,5.644,M
8673381,"HALFMOON, COLONELS ISLAND, TIMMONS RIVER, GA                      ",31.695,-81.272,0,,,,
8677406,"Howe Street Pier, Brunswick, GA                                   ",31.145,-81.497,1,11.454,29.994,18.54,M
8679511,"KINGS BAY, GA                                                     ",30.797,-81.515,1,9.698,11.589,1.891,M
8676329,"MACKAY RIVER, ICWW, BUTTERMILK SOUND, GA                          ",31.285,-81.385,0,,,,
8674599,"NORTH BLACKBEARD IS, SAPELO SND, GA                               ",31.537,-81.193,0,,,,
8675622,"OLD TOWER, SAPELO ISLAND, DOBOY SOUND, GA                         ",31.390,-81.288,0,,,,
8670893,"PALMER JOHNSON SHIPYARD, WILMINGTON R., GA                        ",32.023,-81.047,0,,,,
8670424,"Port Wentworth, GA                                                ",32.143,-81.142,1,12.704,12.352,-0.352,M
8671315,"PRIEST LANDING, WILMINGTON RIVER,                                 ",31.963,-81.012,1,11.334,16.383,5.049,M
8678124,"Raccoon Key Spit, GA                                              ",31.015,-81.456,1,10.599,33.905,23.306,M
8679909,"RANGE A LIGHT TOWER, GA                                           ",30.727,-81.498,0,,,,
8672667,"Range A Light, Bear River, GA                                     ",31.793,-81.182,1,11.589,10.202,-1.387,M
8675623,"SAPELO ISLAND (OUTSIDE), GA                                       ",31.392,-81.267,0,,,,
8671086,"SKIDAWAY INSTITUTE, SKIDAWAY RIVER,                               ",31.990,-81.023,1,11.974,17.991,6.017,M
8673171,"South Ossabaw Island, Bear River, GA                              ",31.723,-81.142,1,11.273,12.992,1.719,M
8679964,"ST. MARYS, ST. MARYS RIVER, GA                                    ",30.720,-81.548,1,9.137,9.332,0.195,M
8677344,"St.Simons Island, GA                                              ",31.132,-81.397,1,10.827,10.852,0.025,M
8672875,"Sunbury, Sunbury Channel, GA                                      ",31.767,-81.278,1,11.358,11.888,0.53,M
8671029,"TYBEE MARINA, TYBEE CREEK, GA                                     ",31.997,-80.855,0,,,,
9044035,"Fort Wayne, MI                                                    ",42.298,-83.093,0,,,,
9044036,"Fort Wayne, MI                                                    ",42.298,-83.093,0,,,,
9044020,"Gibraltar, MI                                                     ",42.092,-83.187,0,,,,
9044049,"Windmill Point, MI                                                ",42.357,-82.930,0,,,,
9044030,"Wyandotte, MI                                                     ",42.202,-83.148,0,,,,
9063048,"Ashtabula, NY                                                     ",41.900,-80.798,0,,,,
9063032,"Barcelona, NY                                                     ",42.343,-79.594,0,,,,
9063020,"Buffalo, NY                                                       ",42.877,-78.890,0,,,,
9063063,"Cleveland, OH                                                     ",41.541,-81.635,0,,,,
9063043,"CONNEAUT, OH                                                      ",41.963,-80.548,0,,,,
9063112,"Conners Island, Niagara River, NY                                 ",43.073,-78.978,0,,,,
9063091,"Cooley Creek, Lake Erie, OH                                       ",41.673,-83.284,0,,,,
9063029,"Dunkirk, NY                                                       ",42.489,-79.336,0,,,,
9063038,"Erie, Lake Erie, PA                                               ",42.154,-80.093,0,,,,
9063053,"Fairport, OH                                                      ",41.760,-81.281,0,,,,
9063090,"Fermi Power Plant, MI                                             ",41.960,-83.257,0,,,,
9063074,"HURON, OH                                                         ",41.400,-82.600,0,,,,
9063069,"Lorain, OH                                                        ",41.469,-82.175,0,,,,
9063079,"Marblehead, OH                                                    ",41.544,-82.731,0,,,,
9063087,"MONROE, MI                                                        ",41.898,-83.362,0,,,,
9063075,"Old Woman Creek NERRS, OH                                         ",41.383,-82.514,0,,,,
9063117,"ONTARIO STREET, NY                                                ",42.943,-78.910,0,,,,
9063083,"PORT CLINTON, OH                                                  ",41.514,-82.940,0,,,,
9063097,"PUT IN BAY, OH                                                    ",41.659,-82.826,0,,,,
9063028,"Sturgeon Point, NY                                                ",42.691,-79.047,0,,,,
9063085,"Toledo, OH                                                        ",41.694,-83.472,0,,,,
9075065,"Alpena, MI                                                        ",45.063,-83.429,0,,,,
9075057,"BLACK RIVER, MI                                                   ",44.816,-83.306,0,,,,
9075092,"CEDARVILLE, MI                                                    ",45.996,-84.362,0,,,,
9075099,"De Tour Village, MI                                               ",45.993,-83.898,0,,,,
9075098,"Detour on Lake Huron, MI                                          ",46.017,-83.920,0,,,,
9075035,"Essexville, MI                                                    ",43.640,-83.847,0,,,,
9075034,"ESSEXVILLE, MI                                                    ",43.642,-83.847,0,,,,
9075041,"Great Lakes Shores Marina, MI                                     ",43.954,-83.882,0,,,,
9075014,"Harbor Beach, MI                                                  ",43.846,-82.643,0,,,,
9075059,"HARRISVILLE, MI                                                   ",44.659,-83.286,0,,,,
9075002,"Lakeport, MI                                                      ",43.142,-82.493,0,,,,
9075080,"Mackinaw City, MI                                                 ",45.800,-84.721,0,,,,
9075079,"Mackinaw City, MI                                                 ",45.800,-84.725,0,,,,
9075056,"Oscoda, Lake Huron, MI                                            ",44.406,-83.322,0,,,,
9075045,"Point Lookout, MI                                                 ",44.050,-83.657,0,,,,
9075024,"Port Austin, MI                                                   ",44.049,-82.994,0,,,,
9075011,"PORT SANILAC, MI                                                  ",43.431,-82.539,0,,,,
9075073,"Rogers City, MI                                                   ",45.423,-83.810,0,,,,
9075031,"Sebewaing, Lake Huron, MI                                         ",43.735,-83.459,0,,,,
9087091,"Anderson Point, MI                                                ",45.619,-86.659,0,,,,
9087044,"Calumet Harbor, IL                                                ",41.730,-87.538,0,,,,
9087090,"ESCANABA, MI                                                      ",45.743,-87.042,0,,,,
9087175,"Fish Creek Harbor, Lake Michigan, WI                              ",44.747,-87.699,0,,,,
9087018,"Frankfort, MI                                                     ",44.630,-86.246,0,,,,
9087077,"Green Bay Southeast, WI                                           ",44.538,-88.003,0,,,,
9087079,"Green Bay, WI                                                     ",44.541,-88.007,0,,,,
9087078,"GREEN BAY, WI                                                     ",44.540,-88.008,0,,,,
9087031,"Holland, MI                                                       ",42.773,-86.213,0,,,,
9087042,"INDIANA HARBOR, IN                                                ",41.654,-87.430,0,,,,
9087068,"Kewaunee, Lake Michigan, WI                                       ",44.464,-87.501,0,,,,
9087023,"Ludington, MI                                                     ",43.947,-86.442,0,,,,
9087094,"MANISTIQUE, MI                                                    ",45.952,-86.247,0,,,,
9087064,"Manitowoc, WI                                                     ",44.089,-87.648,0,,,,
9087088,"Menominee, MI                                                     ",45.096,-87.590,0,,,,
9087038,"Michigan City, IN                                                 ",41.725,-86.908,0,,,,
9087058,"Milwaukee, Lake Michigan, WI                                      ",43.002,-87.888,0,,,,
9087057,"Milwaukee, WI                                                     ",43.002,-87.888,0,,,,
9087028,"Muskegon, MI                                                      ",43.228,-86.238,0,,,,
9087005,"PETOSKEY, LAKE MICHIGAN, MI                                       ",45.378,-84.959,0,,,,
9087096,"Port Inland, MI                                                   ",45.970,-85.872,0,,,,
9087036,"St. Joseph, MI                                                    ",42.113,-86.481,0,,,,
9087072,"Sturgeon Bay Canal, WI                                            ",44.796,-87.314,0,,,,
9087010,"Traverse City, MI                                                 ",44.770,-85.625,0,,,,
9087050,"WAUKEGAN, IL                                                      ",42.361,-87.823,0,,,,
9052000,"Cape Vincent, NY                                                  ",44.130,-76.332,0,,,,
9052090,"Fort Niagara, NY                                                  ",43.264,-79.064,0,,,,
9052076,"Olcott, NY                                                        ",43.338,-78.727,0,,,,
9052030,"Oswego, NY                                                        ",43.464,-76.512,0,,,,
9052025,"Port Ontario, Lake Ontario, NY                                    ",43.574,-76.202,0,,,,
9052058,"Rochester, NY                                                     ",43.269,-77.626,0,,,,
9052015,"Stony Island, NY                                                  ",43.881,-76.353,0,,,,
9052001,"TIBBETTS POINT, NY                                                ",44.100,-76.370,0,,,,
9034051,"Grosse Pointe YC, MI                                              ",42.435,-82.872,0,,,,
9034058,"MINNICH DOCK, MI                                                  ",42.575,-82.655,0,,,,
9034057,"New Baltimore, Lake St. Clair, MI                                 ",42.678,-82.734,0,,,,
9034055,"Point Huron, MI                                                   ",42.593,-82.772,0,,,,
9034052,"St Clair Shores, MI                                               ",42.473,-82.879,0,,,,
9099050,"Ashland, MI                                                       ",46.596,-90.900,0,,,,
9099075,"Beaver Bay, MN                                                    ",47.271,-91.276,0,,,,
9099064,"Duluth, MN                                                        ",46.776,-92.092,0,,,,
9099039,"Eagle Harbor, MI                                                  ",47.459,-88.149,0,,,,
9099090,"Grand Marais, Lake Superior, MN                                   ",47.749,-90.341,0,,,,
9099025,"KEWEENAW [LE], MI                                                 ",46.976,-88.433,0,,,,
9099041,"KEWEENAW [UE], MI                                                 ",47.233,-88.624,0,,,,
9099018,"Marquette C.G., MI                                                ",46.546,-87.379,0,,,,
9099016,"Marquette, MI                                                     ",46.542,-87.390,0,,,,
9099013,"Munising, MI                                                      ",46.417,-86.655,0,,,,
9099044,"Ontonagon, MI                                                     ",46.874,-89.324,0,,,,
9099004,"Point Iroquois, MI                                                ",46.485,-84.631,0,,,,
9099062,"Superior NERRS, WI                                                ",46.704,-92.017,0,,,,
9099070,"TWO HARBOR, MN                                                    ",47.017,-91.675,0,,,,
9099007,"Whitefish Point, Lake Superior, MI                                ",46.761,-84.964,0,,,,
9063009,"American Falls, NY                                                ",43.081,-79.061,0,,,,
9063010,"American Falls, NY                                                ",43.082,-79.063,0,,,,
9063007,"Ashland Ave, NY                                                   ",43.100,-79.060,0,,,,
9063015,"Beaver Island State Park, Niagara River, NY                       ",42.958,-78.954,0,,,,
9063017,"Black Rock Canal, NY                                              ",42.934,-78.908,0,,,,
9063016,"HUNTLEY STATION, NY                                               ",42.971,-78.930,0,,,,
9063013,"LA SALLE YACHT CLUB, NY                                           ",43.073,-78.985,0,,,,
9063012,"Niagara Intake, NY                                                ",43.077,-79.014,0,,,,
9063019,"PEACE BRIDGE, NY                                                  ",42.907,-78.903,0,,,,
9063018,"TONAWANDA ISLAND, NY                                              ",43.028,-78.887,0,,,,
9014070,"Algonac, MI                                                       ",42.621,-82.527,0,,,,
9014087,"Dry Dock, MI                                                      ",42.945,-82.443,0,,,,
9014096,"Dunn Paper, MI                                                    ",43.003,-82.422,0,,,,
9014098,"Fort Gratiot, MI                                                  ",43.007,-82.423,0,,,,
9014099,"Fort Gratiot, MI                                                  ",43.006,-82.420,0,,,,
9014084,"Marysville, MI                                                    ",42.907,-82.467,0,,,,
9014090,"Mouth of the Black River, MI                                      ",42.975,-82.419,0,,,,
9014091,"Mouth of the Black River, MI                                      ",42.975,-82.419,0,,,,
9014080,"St. Clair State Police, MI                                        ",42.812,-82.486,0,,,,
9014081,"St. Clair, MI                                                     ",42.804,-82.465,0,,,,
8311062,"Alexandria Bay, NY                                                ",44.331,-75.935,0,,,,
8311060,"ALEXANDRIA BAY, NY                                                ",44.300,-75.917,0,,,,
8311070,"CLAYTON, NY                                                       ",44.242,-76.087,0,,,,
8311030,"Ogdensburg, NY                                                    ",44.702,-75.494,0,,,,
8311018,"WADDINGTON, NY                                                    ",44.865,-75.210,0,,,,
9076050,"FRECHETTE POINT, MI                                               ",46.461,-84.286,0,,,,
9076032,"Little Rapids, MI                                                 ",46.485,-84.301,0,,,,
9076033,"Little Rapids, MI                                                 ",46.486,-84.302,0,,,,
9076028,"Lookout Station #4, MI                                            ",46.284,-84.212,0,,,,
9076024,"Rock Cut, MI                                                      ",46.265,-84.191,0,,,,
9076070,"S.W. Pier, St. Marys River, MI                                    ",46.501,-84.373,0,,,,
9076060,"U.S. Slip, MI                                                     ",46.501,-84.340,0,,,,
9076027,"West Neebish Island, MI                                           ",46.283,-84.205,0,,,,
1612404,"FORD ISLAND, FERRY DOCK, PEARL HARBOR, HI                         ",21.368,-157.940,1,2.99,5.006,2.016,S
1612366,"FORT KAMEHAMEHA, BISHOP POINT, PEARL HBR, HI                      ",21.330,-157.967,1,2.963,4.701,1.738,S
1617760,"Hilo, Hilo Bay, Kuhio Bay, HI                                     ",19.730,-155.060,1,3.82,7.12,3.3,S
1612340,"Honolulu, HI                                                      ",21.307,-157.867,1,2.964,6.391,3.427,S
1615680,"Kahului, Kahului Harbor, HI                                       ",20.895,-156.477,1,3.622,5.346,1.724,S
1614465,"KAUMALAPAU HARBOR, LANAI ISLAND, HI                               ",20.790,-156.995,0,,,,
1613198,"Kaunakakai Harbor, HI                                             ",21.085,-157.032,1,3.205,7.73,4.525,S
1617433,"Kawaihae, HI                                                      ",20.037,-155.829,1,3.303,5.72,2.417,S
1612702,"LAIEMALOO, OAHU ISLAND, HI                                        ",21.637,-157.922,0,,,,
1612479,"MOKUOLOE, KANEONE BAY, OAHU IS. (BACKUP), HI                      ",21.435,-157.792,0,,,,
1612480,"Mokuoloe, HI                                                      ",21.433,-157.790,1,3.49,5.714,2.224,S
1611400,"Nawiliwili, HI                                                    ",21.954,-159.356,1,2.949,4.79,1.841,S
1611347,"PORT ALLEN, HANAPEPE BAY, KAUAI ISLAND, HI                        ",21.903,-159.592,1,3.188,5.951,2.763,S
2431000,"Diego Garcia, United Kingdom                                      ",-7.290,72.393,0,,,,
8761727,"ALLIANCE, MISSISSIPPI RIVER, LA                                   ",29.690,-89.973,0,,,,
8761108,"BAY GARDENE, LA                                                   ",29.598,-89.618,0,,,,
8764044,"Berwick, Atchafalaya River, LA                                    ",29.668,-91.238,1,2.78,21.532,18.752,S
8761534,"BIG POINT, LAKE PONTCHARTRAIN, LA                                 ",30.228,-89.853,0,,,,
8761414,"BILLET BAY COMMUNITY, BILLET BAY, LA                              ",29.372,-89.752,0,,,,
8760595,"BRETON ISLAND, LA                                                 ",29.493,-89.173,0,,,,
8767961,"Bulk Terminal, LA                                                 ",30.190,-93.301,1,1.976,24.605,22.629,S
8768094,"Calcasieu Pass, LA                                                ",29.768,-93.343,1,3.606,29.34,25.734,S
8761955,"Carrollton, LA                                                    ",29.933,-90.135,0,,,,
8762788,"CARTHAGE BLUFF LDG, AMITE RIVER, LA                               ",30.308,-90.587,0,,,,
8761487,"CHEF MENTEUR, CHEF MENTEUR PASS, LA                               ",30.065,-89.800,0,,,,
8761826,"CHENIERE CAMINADA, CAMINADA PASS, LA                              ",29.210,-90.040,1,2.275,4.898,2.623,S
8761198,"CHEVRON STATION 289, PELICAN ISLAND, LA                           ",29.267,-89.598,0,,,,
8762928,"Cocodrie, LA                                                      ",29.245,-90.662,1,2.325,5.029,2.704,S
8760742,"COMFORT ISLAND, LA                                                ",29.823,-89.270,0,,,,
8765258,"CYPREMORT POINT, LA                                               ",29.712,-91.878,0,,,,
8765251,"Cypremort Point, LA                                               ",29.713,-91.880,1,2.351,25.947,23.596,S
8764101,"DEER ISLAND, LA                                                   ",29.473,-91.267,0,,,,
8760417,"Devon Energy Facility, LA                                         ",29.201,-89.040,1,2.981,41.949,38.968,S
8762888,"E. ISLE DERNIERES, LAKE PELTO, LA                                 ",29.072,-90.640,1,2.816,5.171,2.355,S
8762372,"East Bank 1, Norco, B. LaBranche, LA                              ",30.050,-90.368,1,1.418,33.391,31.973,S
8762273,"EAST END, PASS MANCHAC, LA                                        ",30.297,-90.312,0,,,,
8762223,"EAST TIMBALIER ISLAND, TIMBALIER BAY, LA                          ",29.077,-90.285,1,2.823,4.809,1.986,S
8761207,"EMPIRE, DOULLUT CANAL, LA                                         ",29.375,-89.602,0,,,,
8761193,"EMPIRE, MISSISSIPPI RIVER, LA                                     ",29.390,-89.595,0,,,,
8761959,"EQUITABLE PETROLEUM DOCK, TURTLE BAY, LA                          ",29.520,-90.138,0,,,,
8764314,"Eugene Island, North of , Gulf of Mexico, LA                      ",29.368,-91.384,1,3.521,14.73,11.209,S
8764311,"Eugene Island, LA                                                 ",29.372,-91.385,0,,,,
8762079,"FOURCHON (LUMCON), LA                                             ",29.113,-90.185,0,,,,
8766072,"Freshwater Canal Locks, LA                                        ",29.552,-92.305,1,3.737,23.622,19.885,S
8762184,"GOLDEN MEADOW, PLAISANCE CANAL,                                   ",29.373,-90.265,1,0.82,4.065,3.245,S
8761720,"GRAND ISLE, LA                                                    ",29.255,-89.968,0,,,,
8761724,"Grand Isle, LA                                                    ",29.263,-89.957,1,2.432,8.016,5.584,S
8760668,"GRAND PASS, LA                                                    ",30.127,-89.222,1,3.445,4.987,1.542,S
8761426,"GREENS DITCH, LAKE ST. CATHERINE, LA                              ",30.112,-89.760,0,,,,
8762483,"I-10 Bonnet Carre Floodway, LA                                    ",30.068,-90.390,1,1.651,0.932,-0.719,S
8763027,"LA HIGHWAY 57, BAYOU DULAC, LA                                    ",29.373,-90.712,0,,,,
8761899,"LAFITTE, BARATARIA WATERWAY, LA                                   ",29.667,-90.112,1,1.107,4,2.893,S
8767816,"Lake Charles, LA                                                  ",30.224,-93.222,1,2.502,28.103,25.601,S
8761602,"LAKE JUDGE PEREZ, HERMITAGE BAYO, LA                              ",29.558,-89.883,0,,,,
8764227,"LAWMA, Amerada Pass, LA                                           ",29.450,-91.338,1,3.097,25.548,22.451,S
8761484,"LEASE VB #4, BAYOU DULAC, LA                                      ",29.457,-89.800,0,,,,
8762084,"LEEVILLE, BAYOU LAFOURCHE, LA                                     ",29.248,-90.212,1,2.019,4.812,2.793,S
8761799,"M.V. PETROLEUM DOCK, BAYOU ST DENIS, LA                           ",29.497,-90.025,0,,,,
8765026,"MARSH IS., ATCHAFALAYA BAY, LA                                    ",29.485,-91.763,0,,,,
8761529,"MARTELLO CASTLE, LAKE BORGNE, LA                                  ",29.945,-89.835,1,2.053,64.976,62.923,S
8761742,"MENDICANT ISLAND, BARATARIA BAY, LA                               ",29.318,-89.980,1,2.255,4.719,2.464,S
8761678,"MICHOUD SUBSTATION, ICWW, LA                                      ",30.007,-89.937,0,,,,
8763986,"MORGAN CITY, LA                                                   ",29.693,-91.210,0,,,,
8761927,"New Canal Station, LA                                             ",30.027,-90.113,1,1.486,5.271,3.785,S
8765171,"New Iberia, LA                                                    ",29.948,-91.838,0,,,,
8760412,"North Pass, LA                                                    ",29.205,-89.037,0,,,,
8760889,"Olga Compressor Station, Grand Bay, LA                            ",29.387,-89.380,1,2.194,36.509,34.315,S
8760922,"Pilots Station East, S.W. Pass, LA                                ",28.932,-89.408,1,2.549,32.607,30.058,S
8760721,"Pilottown, LA                                                     ",29.178,-89.258,1,2.016,7.055,5.039,S
8764256,"POINT AU FER, LA                                                  ",29.333,-91.353,0,,,,
8762731,"POINT BARRE, HUMBLE CANAL, LA                                     ",29.428,-90.557,0,,,,
8762525,"POINTE AU CHIEN @ CUT OFF CANAL, LA                               ",29.417,-90.447,0,,,,
8762075,"Port Fourchon, Belle Pass, LA                                     ",29.114,-90.199,1,2.709,31.821,29.112,S
8762571,"PT. AU CHIEN WMA, ST LOUIS CANAL, LA                              ",29.457,-90.472,0,,,,
8763506,"RACCOON POINT, ISLE DERNIERES, LA                                 ",29.063,-90.962,0,,,,
8761473,"RT. 433, BAYOU BONFOUCA, LA                                       ",30.272,-89.793,0,,,,
8761699,"S.N.G. CO., LACOMBE BAYOU, LA                                     ",30.280,-89.953,0,,,,
8764632,"SALT POINT, LA                                                    ",29.573,-91.537,0,,,,
8762231,"SALVADOR WMA, LAKE SALVADOR, LA                                   ",29.772,-90.290,0,,,,
8761305,"Shell Beach, LA                                                   ",29.868,-89.673,1,2.967,33.559,30.592,S
8764165,"SHELL ISLAND,ATCHAFALAYA BAY, LA                                  ",29.473,-91.305,0,,,,
8760781,"SHELL OIL, EAST BAY, LA                                           ",29.053,-89.305,0,,,,
8760550,"SOUTH PASS, LA                                                    ",28.992,-89.140,0,,,,
8760551,"South Pass, LA                                                    ",28.990,-89.140,1,2.951,6.31,3.359,S
8760783,"SOUTHWEST PASS, LA                                                ",29.057,-89.308,0,,,,
8761679,"ST. MARYS POINT, BARATARIA BAY, LA                                ",29.432,-89.938,0,,,,
8764025,"Stouts Pass at Six Mile Lake, LA                                  ",29.743,-91.230,1,1.071,22.127,21.056,S
8763153,"SUPERIOR OIL, FOUR ISLAND BAYOU, LA                               ",29.235,-90.780,0,,,,
8760943,"SW Pass, LA                                                       ",28.925,-89.418,1,2.633,16.9,14.267,S
8761993,"TCHEFUNCTA RIVER, LAKE PONT, LA                                   ",30.378,-90.160,0,,,,
8761819,"TEXACO DOCK, HACKBERRY BAY, LA                                    ",29.402,-90.038,1,1.922,4.594,2.672,S
8761962,"TEXACO GAS EXPLORATION DOCK, BAY RAMBO, LA                        ",29.362,-90.140,0,,,,
8762938,"TEXACO TB#3, BAYOU PETIT CAILLOU, LA                              ",29.187,-90.667,0,,,,
8763535,"Texas Gas Platform, Caillou Bay, LA                               ",29.175,-90.976,1,2.517,23.929,21.412,S
8761402,"The Rigolets, LA                                                  ",30.167,-89.737,1,1.955,4.25,2.295,S
8762582,"TIMBALIER ISLAND, TIMBALIER BAY, LA                               ",29.067,-90.477,0,,,,
8762419,"U.S. HIGHWAY 51, PASS MANCHAC, LA                                 ",30.285,-90.402,0,,,,
8760849,"VENICE, GRAND PASS, LA                                            ",29.273,-89.352,0,,,,
8761385,"VICINITY OF UNO CHEF MENTEUR, LA                                  ",30.069,-89.802,0,,,,
8764361,"WAX LAKE OUTLET, LA                                               ",29.573,-91.420,0,,,,
8765148,"Weeks Bay, LA                                                     ",29.837,-91.838,1,3.487,2.886,-0.601,S
8762482,"West Bank 1, Bayou Gauche, LA                                     ",29.789,-90.420,0,,,,
8761494,"WEST POINT A LA HACHE, MISS. RIVER, LA                            ",29.573,-89.805,0,,,,
8419751,"APPLEDORE ISLAND, ME                                              ",42.988,-70.618,0,,,,
8417144,"Augusta, MCRR Bridge, Kennebec River, ME                          ",44.320,-69.770,0,,,,
8414612,"Bangor, ME                                                        ",44.785,-68.767,1,18.554,8.799,-9.755,L
8413320,"Bar Harbor, ME                                                    ",44.392,-68.204,1,15.6,17.015,1.415,L
8417227,"Bath, ME                                                          ",43.925,-69.815,1,10.822,24.453,13.631,M
8415191,"BELFAST, PENOBSCOT BAY, ME                                        ",44.427,-69.005,0,,,,
8418828,"BIDDEFORD, SACO RIVER, ME                                         ",43.492,-70.447,1,16.955,12.729,-4.226,L
8414684,"BUCKSPORT, ME                                                     ",44.572,-68.802,0,,,,
8418606,"CAMP ELLIS, SACO RIVER, ME                                        ",43.462,-70.382,1,13.355,15.587,2.232,M
8419399,"CAPE NEDDICK, ME                                                  ",43.167,-70.593,0,,,,
8417821,"CLIFF ISLAND, LUCKSE SOUND, ME                                    ",43.695,-70.110,0,,,,
8410714,"COFFIN POINT, COFFIN NECK, ME                                     ",44.870,-67.108,1,23.759,24.657,0.898,XL
8418009,"COW ISLAND, CASCO BAY, ME                                         ",43.690,-70.190,0,,,,
8417997,"CUSHING ISLAND, CASCO BAY, ME                                     ",43.645,-70.198,0,,,,
8411060,"Cutler Farris Wharf, ME                                           ",44.657,-67.205,1,19.551,22.587,3.036,L
8411250,"Cutler Naval Base, ME                                             ",44.642,-67.297,1,18.215,38.456,20.241,L
8417874,"DOYLE POINT, CASCO BAY, ME                                        ",43.752,-70.140,0,,,,
8410140,"Eastport, ME                                                      ",44.905,-66.983,1,25.669,27.262,1.593,XL
